date,month,year,region,indicator,data_value,measurement,units,ocean_coastal
2015-01-16,Jan,2015,Marlborough,Near surface concentration of chlorophyll a chl a,0.43821442,Mean,Milligrams/cubic M (mg m⁻³),Coast
2015-02-15,Feb,2015,Marlborough,Near surface concentration of chlorophyll a chl a,0.47407386,Mean,Milligrams/cubic M (mg m⁻³),Coast
2015-03-16,Mar,2015,Marlborough,Near surface concentration of chlorophyll a chl a,0.4706647,Mean,Milligrams/cubic M (mg m⁻³),Coast
2015-04-15,Apr,2015,Marlborough,Near surface concentration of chlorophyll a chl a,0.35470834,Mean,Milligrams/cubic M (mg m⁻³),Coast
2015-05-16,May,2015,Marlborough,Near surface concentration of chlorophyll a chl a,0.29743615,Mean,Milligrams/cubic M (mg m⁻³),Coast
2015-06-15,Jun,2015,Marlborough,Near surface concentration of chlorophyll a chl a,0.28515553,Mean,Milligrams/cubic M (mg m⁻³),Coast
2015-07-16,Jul,2015,Marlborough,Near surface concentration of chlorophyll a chl a,0.29210696,Mean,Milligrams/cubic M (mg m⁻³),Coast
2015-08-16,Aug,2015,Marlborough,Near surface concentration of chlorophyll a chl a,0.30509755,Mean,Milligrams/cubic M (mg m⁻³),Coast
2015-09-15,Sep,2015,Marlborough,Near surface concentration of chlorophyll a chl a,0.40502298,Mean,Milligrams/cubic M (mg m⁻³),Coast
2015-10-16,Oct,2015,Marlborough,Near surface concentration of chlorophyll a chl a,0.40083826,Mean,Milligrams/cubic M (mg m⁻³),Coast
2015-11-15,Nov,2015,Marlborough,Near surface concentration of chlorophyll a chl a,0.40511647,Mean,Milligrams/cubic M (mg m⁻³),Coast
2015-12-16,Dec,2015,Marlborough,Near surface concentration of chlorophyll a chl a,0.5010252,Mean,Milligrams/cubic M (mg m⁻³),Coast
2016-01-16,Jan,2016,Marlborough,Near surface concentration of chlorophyll a chl a,0.48231378,Mean,Milligrams/cubic M (mg m⁻³),Coast
2016-02-15,Feb,2016,Marlborough,Near surface concentration of chlorophyll a chl a,0.42139027,Mean,Milligrams/cubic M (mg m⁻³),Coast
2016-03-16,Mar,2016,Marlborough,Near surface concentration of chlorophyll a chl a,0.3857371,Mean,Milligrams/cubic M (mg m⁻³),Coast
2016-04-15,Apr,2016,Marlborough,Near surface concentration of chlorophyll a chl a,0.34802297,Mean,Milligrams/cubic M (mg m⁻³),Coast
2016-05-16,May,2016,Marlborough,Near surface concentration of chlorophyll a chl a,0.2643183,Mean,Milligrams/cubic M (mg m⁻³),Coast
2016-06-15,Jun,2016,Marlborough,Near surface concentration of chlorophyll a chl a,0.25392148,Mean,Milligrams/cubic M (mg m⁻³),Coast
2016-07-16,Jul,2016,Marlborough,Near surface concentration of chlorophyll a chl a,0.24855658,Mean,Milligrams/cubic M (mg m⁻³),Coast
2016-08-16,Aug,2016,Marlborough,Near surface concentration of chlorophyll a chl a,0.31189317,Mean,Milligrams/cubic M (mg m⁻³),Coast
2016-09-16,Sep,2016,Marlborough,Near surface concentration of chlorophyll a chl a,0.42134735,Mean,Milligrams/cubic M (mg m⁻³),Coast
2016-10-16,Oct,2016,Marlborough,Near surface concentration of chlorophyll a chl a,0.3952302,Mean,Milligrams/cubic M (mg m⁻³),Coast
2016-11-16,Nov,2016,Marlborough,Near surface concentration of chlorophyll a chl a,0.39400852,Mean,Milligrams/cubic M (mg m⁻³),Coast
2016-12-16,Dec,2016,Marlborough,Near surface concentration of chlorophyll a chl a,0.4990446,Mean,Milligrams/cubic M (mg m⁻³),Coast
2017-01-16,Jan,2017,Marlborough,Near surface concentration of chlorophyll a chl a,0.46960622,Mean,Milligrams/cubic M (mg m⁻³),Coast
2017-02-15,Feb,2017,Marlborough,Near surface concentration of chlorophyll a chl a,0.4650276,Mean,Milligrams/cubic M (mg m⁻³),Coast
2017-03-16,Mar,2017,Marlborough,Near surface concentration of chlorophyll a chl a,0.3765239,Mean,Milligrams/cubic M (mg m⁻³),Coast
2017-04-15,Apr,2017,Marlborough,Near surface concentration of chlorophyll a chl a,0.4926209,Mean,Milligrams/cubic M (mg m⁻³),Coast
2017-05-16,May,2017,Marlborough,Near surface concentration of chlorophyll a chl a,0.3412547,Mean,Milligrams/cubic M (mg m⁻³),Coast
2017-06-15,Jun,2017,Marlborough,Near surface concentration of chlorophyll a chl a,0.27335036,Mean,Milligrams/cubic M (mg m⁻³),Coast
2017-07-16,Jul,2017,Marlborough,Near surface concentration of chlorophyll a chl a,0.23554261,Mean,Milligrams/cubic M (mg m⁻³),Coast
2017-08-16,Aug,2017,Marlborough,Near surface concentration of chlorophyll a chl a,0.29843396,Mean,Milligrams/cubic M (mg m⁻³),Coast
2017-09-15,Sep,2017,Marlborough,Near surface concentration of chlorophyll a chl a,0.4481455,Mean,Milligrams/cubic M (mg m⁻³),Coast
2017-10-16,Oct,2017,Marlborough,Near surface concentration of chlorophyll a chl a,0.4038865,Mean,Milligrams/cubic M (mg m⁻³),Coast
2017-11-15,Nov,2017,Marlborough,Near surface concentration of chlorophyll a chl a,0.40350506,Mean,Milligrams/cubic M (mg m⁻³),Coast
2017-12-16,Dec,2017,Marlborough,Near surface concentration of chlorophyll a chl a,0.3986162,Mean,Milligrams/cubic M (mg m⁻³),Coast
2003-01-16,Jan,2003,Canterbury,Near surface concentration of chlorophyll a chl a,0.60021466,Mean,Milligrams/cubic M (mg m⁻³),Coast
2003-02-15,Feb,2003,Canterbury,Near surface concentration of chlorophyll a chl a,0.59639317,Mean,Milligrams/cubic M (mg m⁻³),Coast
2003-03-16,Mar,2003,Canterbury,Near surface concentration of chlorophyll a chl a,0.66027915,Mean,Milligrams/cubic M (mg m⁻³),Coast
2003-04-15,Apr,2003,Canterbury,Near surface concentration of chlorophyll a chl a,0.81747895,Mean,Milligrams/cubic M (mg m⁻³),Coast
2003-05-16,May,2003,Canterbury,Near surface concentration of chlorophyll a chl a,0.7484457,Mean,Milligrams/cubic M (mg m⁻³),Coast
2003-06-15,Jun,2003,Canterbury,Near surface concentration of chlorophyll a chl a,0.5909539,Mean,Milligrams/cubic M (mg m⁻³),Coast
2003-07-16,Jul,2003,Canterbury,Near surface concentration of chlorophyll a chl a,0.47546804,Mean,Milligrams/cubic M (mg m⁻³),Coast
2003-08-16,Aug,2003,Canterbury,Near surface concentration of chlorophyll a chl a,0.6553788,Mean,Milligrams/cubic M (mg m⁻³),Coast
2003-09-15,Sep,2003,Canterbury,Near surface concentration of chlorophyll a chl a,0.566516,Mean,Milligrams/cubic M (mg m⁻³),Coast
2003-10-16,Oct,2003,Canterbury,Near surface concentration of chlorophyll a chl a,0.560973,Mean,Milligrams/cubic M (mg m⁻³),Coast
2003-11-15,Nov,2003,Canterbury,Near surface concentration of chlorophyll a chl a,0.51126677,Mean,Milligrams/cubic M (mg m⁻³),Coast
2003-12-16,Dec,2003,Canterbury,Near surface concentration of chlorophyll a chl a,0.5350373,Mean,Milligrams/cubic M (mg m⁻³),Coast
2004-01-16,Jan,2004,Canterbury,Near surface concentration of chlorophyll a chl a,0.39892596,Mean,Milligrams/cubic M (mg m⁻³),Coast
2004-02-15,Feb,2004,Canterbury,Near surface concentration of chlorophyll a chl a,0.4920104,Mean,Milligrams/cubic M (mg m⁻³),Coast
2004-03-16,Mar,2004,Canterbury,Near surface concentration of chlorophyll a chl a,0.5089501,Mean,Milligrams/cubic M (mg m⁻³),Coast
2004-04-15,Apr,2004,Canterbury,Near surface concentration of chlorophyll a chl a,0.5667492,Mean,Milligrams/cubic M (mg m⁻³),Coast
2004-05-16,May,2004,Canterbury,Near surface concentration of chlorophyll a chl a,0.6278724,Mean,Milligrams/cubic M (mg m⁻³),Coast
2004-06-15,Jun,2004,Canterbury,Near surface concentration of chlorophyll a chl a,0.42926845,Mean,Milligrams/cubic M (mg m⁻³),Coast
2004-07-16,Jul,2004,Canterbury,Near surface concentration of chlorophyll a chl a,0.4748339,Mean,Milligrams/cubic M (mg m⁻³),Coast
2004-08-16,Aug,2004,Canterbury,Near surface concentration of chlorophyll a chl a,0.4422771,Mean,Milligrams/cubic M (mg m⁻³),Coast
2004-09-16,Sep,2004,Canterbury,Near surface concentration of chlorophyll a chl a,0.56154406,Mean,Milligrams/cubic M (mg m⁻³),Coast
2004-10-16,Oct,2004,Canterbury,Near surface concentration of chlorophyll a chl a,0.4879448,Mean,Milligrams/cubic M (mg m⁻³),Coast
2004-11-16,Nov,2004,Canterbury,Near surface concentration of chlorophyll a chl a,0.46569538,Mean,Milligrams/cubic M (mg m⁻³),Coast
2004-12-16,Dec,2004,Canterbury,Near surface concentration of chlorophyll a chl a,0.70047337,Mean,Milligrams/cubic M (mg m⁻³),Coast
2005-01-16,Jan,2005,Canterbury,Near surface concentration of chlorophyll a chl a,0.5387248,Mean,Milligrams/cubic M (mg m⁻³),Coast
2005-02-15,Feb,2005,Canterbury,Near surface concentration of chlorophyll a chl a,0.50524575,Mean,Milligrams/cubic M (mg m⁻³),Coast
2005-03-16,Mar,2005,Canterbury,Near surface concentration of chlorophyll a chl a,0.7310864,Mean,Milligrams/cubic M (mg m⁻³),Coast
2005-04-15,Apr,2005,Canterbury,Near surface concentration of chlorophyll a chl a,0.6653949,Mean,Milligrams/cubic M (mg m⁻³),Coast
2005-05-16,May,2005,Canterbury,Near surface concentration of chlorophyll a chl a,0.46472758,Mean,Milligrams/cubic M (mg m⁻³),Coast
2005-06-15,Jun,2005,Canterbury,Near surface concentration of chlorophyll a chl a,0.43829134,Mean,Milligrams/cubic M (mg m⁻³),Coast
2005-07-16,Jul,2005,Canterbury,Near surface concentration of chlorophyll a chl a,0.6676621,Mean,Milligrams/cubic M (mg m⁻³),Coast
2005-08-16,Aug,2005,Canterbury,Near surface concentration of chlorophyll a chl a,0.71288604,Mean,Milligrams/cubic M (mg m⁻³),Coast
2005-09-15,Sep,2005,Canterbury,Near surface concentration of chlorophyll a chl a,0.60328543,Mean,Milligrams/cubic M (mg m⁻³),Coast
2005-10-16,Oct,2005,Canterbury,Near surface concentration of chlorophyll a chl a,0.71634465,Mean,Milligrams/cubic M (mg m⁻³),Coast
2005-11-15,Nov,2005,Canterbury,Near surface concentration of chlorophyll a chl a,0.7513997,Mean,Milligrams/cubic M (mg m⁻³),Coast
2005-12-16,Dec,2005,Canterbury,Near surface concentration of chlorophyll a chl a,0.47310147,Mean,Milligrams/cubic M (mg m⁻³),Coast
2006-01-16,Jan,2006,Canterbury,Near surface concentration of chlorophyll a chl a,0.4456416,Mean,Milligrams/cubic M (mg m⁻³),Coast
2006-02-15,Feb,2006,Canterbury,Near surface concentration of chlorophyll a chl a,0.4734997,Mean,Milligrams/cubic M (mg m⁻³),Coast
2006-03-16,Mar,2006,Canterbury,Near surface concentration of chlorophyll a chl a,0.7035345,Mean,Milligrams/cubic M (mg m⁻³),Coast
2006-04-15,Apr,2006,Canterbury,Near surface concentration of chlorophyll a chl a,0.6504349,Mean,Milligrams/cubic M (mg m⁻³),Coast
2006-05-16,May,2006,Canterbury,Near surface concentration of chlorophyll a chl a,0.48922938,Mean,Milligrams/cubic M (mg m⁻³),Coast
2006-06-15,Jun,2006,Canterbury,Near surface concentration of chlorophyll a chl a,0.45332995,Mean,Milligrams/cubic M (mg m⁻³),Coast
2006-07-16,Jul,2006,Canterbury,Near surface concentration of chlorophyll a chl a,0.45625517,Mean,Milligrams/cubic M (mg m⁻³),Coast
2006-08-16,Aug,2006,Canterbury,Near surface concentration of chlorophyll a chl a,0.6363056,Mean,Milligrams/cubic M (mg m⁻³),Coast
2006-09-15,Sep,2006,Canterbury,Near surface concentration of chlorophyll a chl a,0.54232,Mean,Milligrams/cubic M (mg m⁻³),Coast
2006-10-16,Oct,2006,Canterbury,Near surface concentration of chlorophyll a chl a,0.5393057,Mean,Milligrams/cubic M (mg m⁻³),Coast
2006-11-15,Nov,2006,Canterbury,Near surface concentration of chlorophyll a chl a,0.60523117,Mean,Milligrams/cubic M (mg m⁻³),Coast
2006-12-16,Dec,2006,Canterbury,Near surface concentration of chlorophyll a chl a,0.7252331,Mean,Milligrams/cubic M (mg m⁻³),Coast
2007-01-16,Jan,2007,Canterbury,Near surface concentration of chlorophyll a chl a,0.7757726,Mean,Milligrams/cubic M (mg m⁻³),Coast
2007-02-15,Feb,2007,Canterbury,Near surface concentration of chlorophyll a chl a,0.61412495,Mean,Milligrams/cubic M (mg m⁻³),Coast
2007-03-16,Mar,2007,Canterbury,Near surface concentration of chlorophyll a chl a,0.55493915,Mean,Milligrams/cubic M (mg m⁻³),Coast
2007-04-15,Apr,2007,Canterbury,Near surface concentration of chlorophyll a chl a,0.6132142,Mean,Milligrams/cubic M (mg m⁻³),Coast
2007-05-16,May,2007,Canterbury,Near surface concentration of chlorophyll a chl a,0.47516215,Mean,Milligrams/cubic M (mg m⁻³),Coast
2007-06-15,Jun,2007,Canterbury,Near surface concentration of chlorophyll a chl a,0.4172199,Mean,Milligrams/cubic M (mg m⁻³),Coast
2007-07-16,Jul,2007,Canterbury,Near surface concentration of chlorophyll a chl a,0.46312878,Mean,Milligrams/cubic M (mg m⁻³),Coast
2007-08-16,Aug,2007,Canterbury,Near surface concentration of chlorophyll a chl a,0.6661835,Mean,Milligrams/cubic M (mg m⁻³),Coast
2007-09-15,Sep,2007,Canterbury,Near surface concentration of chlorophyll a chl a,0.65002567,Mean,Milligrams/cubic M (mg m⁻³),Coast
2007-10-16,Oct,2007,Canterbury,Near surface concentration of chlorophyll a chl a,0.57794714,Mean,Milligrams/cubic M (mg m⁻³),Coast
2007-11-15,Nov,2007,Canterbury,Near surface concentration of chlorophyll a chl a,0.52390367,Mean,Milligrams/cubic M (mg m⁻³),Coast
2007-12-16,Dec,2007,Canterbury,Near surface concentration of chlorophyll a chl a,0.46466565,Mean,Milligrams/cubic M (mg m⁻³),Coast
2008-01-16,Jan,2008,Canterbury,Near surface concentration of chlorophyll a chl a,0.3718517,Mean,Milligrams/cubic M (mg m⁻³),Coast
2008-02-15,Feb,2008,Canterbury,Near surface concentration of chlorophyll a chl a,0.4123264,Mean,Milligrams/cubic M (mg m⁻³),Coast
2008-03-16,Mar,2008,Canterbury,Near surface concentration of chlorophyll a chl a,0.49216127,Mean,Milligrams/cubic M (mg m⁻³),Coast
2008-04-15,Apr,2008,Canterbury,Near surface concentration of chlorophyll a chl a,0.6004459,Mean,Milligrams/cubic M (mg m⁻³),Coast
2008-05-16,May,2008,Canterbury,Near surface concentration of chlorophyll a chl a,0.5223438,Mean,Milligrams/cubic M (mg m⁻³),Coast
2008-06-15,Jun,2008,Canterbury,Near surface concentration of chlorophyll a chl a,0.38066417,Mean,Milligrams/cubic M (mg m⁻³),Coast
2008-07-16,Jul,2008,Canterbury,Near surface concentration of chlorophyll a chl a,0.3888585,Mean,Milligrams/cubic M (mg m⁻³),Coast
2008-08-16,Aug,2008,Canterbury,Near surface concentration of chlorophyll a chl a,0.63870347,Mean,Milligrams/cubic M (mg m⁻³),Coast
2008-09-16,Sep,2008,Canterbury,Near surface concentration of chlorophyll a chl a,0.58406764,Mean,Milligrams/cubic M (mg m⁻³),Coast
2008-10-16,Oct,2008,Canterbury,Near surface concentration of chlorophyll a chl a,0.5325087,Mean,Milligrams/cubic M (mg m⁻³),Coast
2008-11-16,Nov,2008,Canterbury,Near surface concentration of chlorophyll a chl a,0.54432356,Mean,Milligrams/cubic M (mg m⁻³),Coast
2008-12-16,Dec,2008,Canterbury,Near surface concentration of chlorophyll a chl a,0.6966175,Mean,Milligrams/cubic M (mg m⁻³),Coast
2009-01-16,Jan,2009,Canterbury,Near surface concentration of chlorophyll a chl a,0.49443617,Mean,Milligrams/cubic M (mg m⁻³),Coast
2009-02-15,Feb,2009,Canterbury,Near surface concentration of chlorophyll a chl a,0.57096094,Mean,Milligrams/cubic M (mg m⁻³),Coast
2009-03-16,Mar,2009,Canterbury,Near surface concentration of chlorophyll a chl a,0.79724365,Mean,Milligrams/cubic M (mg m⁻³),Coast
2009-04-15,Apr,2009,Canterbury,Near surface concentration of chlorophyll a chl a,0.7015271,Mean,Milligrams/cubic M (mg m⁻³),Coast
2009-05-16,May,2009,Canterbury,Near surface concentration of chlorophyll a chl a,0.61537886,Mean,Milligrams/cubic M (mg m⁻³),Coast
2009-06-15,Jun,2009,Canterbury,Near surface concentration of chlorophyll a chl a,0.5537654,Mean,Milligrams/cubic M (mg m⁻³),Coast
2009-07-16,Jul,2009,Canterbury,Near surface concentration of chlorophyll a chl a,0.5441819,Mean,Milligrams/cubic M (mg m⁻³),Coast
2009-08-16,Aug,2009,Canterbury,Near surface concentration of chlorophyll a chl a,0.5139301,Mean,Milligrams/cubic M (mg m⁻³),Coast
2009-09-15,Sep,2009,Canterbury,Near surface concentration of chlorophyll a chl a,0.76439714,Mean,Milligrams/cubic M (mg m⁻³),Coast
2009-10-16,Oct,2009,Canterbury,Near surface concentration of chlorophyll a chl a,0.67386705,Mean,Milligrams/cubic M (mg m⁻³),Coast
2009-11-15,Nov,2009,Canterbury,Near surface concentration of chlorophyll a chl a,0.5272112,Mean,Milligrams/cubic M (mg m⁻³),Coast
2009-12-16,Dec,2009,Canterbury,Near surface concentration of chlorophyll a chl a,0.65288866,Mean,Milligrams/cubic M (mg m⁻³),Coast
2010-01-16,Jan,2010,Canterbury,Near surface concentration of chlorophyll a chl a,0.6137562,Mean,Milligrams/cubic M (mg m⁻³),Coast
2010-02-15,Feb,2010,Canterbury,Near surface concentration of chlorophyll a chl a,0.38355538,Mean,Milligrams/cubic M (mg m⁻³),Coast
2010-03-16,Mar,2010,Canterbury,Near surface concentration of chlorophyll a chl a,0.5343855,Mean,Milligrams/cubic M (mg m⁻³),Coast
2010-04-15,Apr,2010,Canterbury,Near surface concentration of chlorophyll a chl a,0.74777204,Mean,Milligrams/cubic M (mg m⁻³),Coast
2010-05-16,May,2010,Canterbury,Near surface concentration of chlorophyll a chl a,0.87668735,Mean,Milligrams/cubic M (mg m⁻³),Coast
2010-06-15,Jun,2010,Canterbury,Near surface concentration of chlorophyll a chl a,0.8323368,Mean,Milligrams/cubic M (mg m⁻³),Coast
2010-07-16,Jul,2010,Canterbury,Near surface concentration of chlorophyll a chl a,1.8612851,Mean,Milligrams/cubic M (mg m⁻³),Coast
2010-08-16,Aug,2010,Canterbury,Near surface concentration of chlorophyll a chl a,0.76231617,Mean,Milligrams/cubic M (mg m⁻³),Coast
2010-09-15,Sep,2010,Canterbury,Near surface concentration of chlorophyll a chl a,0.8815152,Mean,Milligrams/cubic M (mg m⁻³),Coast
2010-10-16,Oct,2010,Canterbury,Near surface concentration of chlorophyll a chl a,0.6339608,Mean,Milligrams/cubic M (mg m⁻³),Coast
2010-11-15,Nov,2010,Canterbury,Near surface concentration of chlorophyll a chl a,0.54842716,Mean,Milligrams/cubic M (mg m⁻³),Coast
2010-12-16,Dec,2010,Canterbury,Near surface concentration of chlorophyll a chl a,0.52007806,Mean,Milligrams/cubic M (mg m⁻³),Coast
2011-01-16,Jan,2011,Canterbury,Near surface concentration of chlorophyll a chl a,0.4600995,Mean,Milligrams/cubic M (mg m⁻³),Coast
2011-02-15,Feb,2011,Canterbury,Near surface concentration of chlorophyll a chl a,0.48110718,Mean,Milligrams/cubic M (mg m⁻³),Coast
2011-03-16,Mar,2011,Canterbury,Near surface concentration of chlorophyll a chl a,0.6463082,Mean,Milligrams/cubic M (mg m⁻³),Coast
2011-04-15,Apr,2011,Canterbury,Near surface concentration of chlorophyll a chl a,0.8484001,Mean,Milligrams/cubic M (mg m⁻³),Coast
2011-05-16,May,2011,Canterbury,Near surface concentration of chlorophyll a chl a,1.0948738,Mean,Milligrams/cubic M (mg m⁻³),Coast
2011-06-15,Jun,2011,Canterbury,Near surface concentration of chlorophyll a chl a,1.1214923,Mean,Milligrams/cubic M (mg m⁻³),Coast
2011-07-16,Jul,2011,Canterbury,Near surface concentration of chlorophyll a chl a,0.76370764,Mean,Milligrams/cubic M (mg m⁻³),Coast
2011-08-16,Aug,2011,Canterbury,Near surface concentration of chlorophyll a chl a,0.87796277,Mean,Milligrams/cubic M (mg m⁻³),Coast
2011-09-15,Sep,2011,Canterbury,Near surface concentration of chlorophyll a chl a,0.6101182,Mean,Milligrams/cubic M (mg m⁻³),Coast
2011-10-16,Oct,2011,Canterbury,Near surface concentration of chlorophyll a chl a,0.56188625,Mean,Milligrams/cubic M (mg m⁻³),Coast
2011-11-15,Nov,2011,Canterbury,Near surface concentration of chlorophyll a chl a,0.56285954,Mean,Milligrams/cubic M (mg m⁻³),Coast
2011-12-16,Dec,2011,Canterbury,Near surface concentration of chlorophyll a chl a,0.63343287,Mean,Milligrams/cubic M (mg m⁻³),Coast
2012-01-16,Jan,2012,Canterbury,Near surface concentration of chlorophyll a chl a,0.45956686,Mean,Milligrams/cubic M (mg m⁻³),Coast
2012-02-15,Feb,2012,Canterbury,Near surface concentration of chlorophyll a chl a,0.5208084,Mean,Milligrams/cubic M (mg m⁻³),Coast
2012-03-16,Mar,2012,Canterbury,Near surface concentration of chlorophyll a chl a,0.7547803,Mean,Milligrams/cubic M (mg m⁻³),Coast
2012-04-15,Apr,2012,Canterbury,Near surface concentration of chlorophyll a chl a,0.75851727,Mean,Milligrams/cubic M (mg m⁻³),Coast
2012-05-16,May,2012,Canterbury,Near surface concentration of chlorophyll a chl a,0.54967934,Mean,Milligrams/cubic M (mg m⁻³),Coast
2012-06-15,Jun,2012,Canterbury,Near surface concentration of chlorophyll a chl a,0.5338081,Mean,Milligrams/cubic M (mg m⁻³),Coast
2012-07-16,Jul,2012,Canterbury,Near surface concentration of chlorophyll a chl a,0.50049514,Mean,Milligrams/cubic M (mg m⁻³),Coast
2012-08-16,Aug,2012,Canterbury,Near surface concentration of chlorophyll a chl a,0.88309056,Mean,Milligrams/cubic M (mg m⁻³),Coast
2012-09-16,Sep,2012,Canterbury,Near surface concentration of chlorophyll a chl a,0.8839565,Mean,Milligrams/cubic M (mg m⁻³),Coast
2012-10-16,Oct,2012,Canterbury,Near surface concentration of chlorophyll a chl a,0.69249094,Mean,Milligrams/cubic M (mg m⁻³),Coast
2012-11-16,Nov,2012,Canterbury,Near surface concentration of chlorophyll a chl a,0.53284925,Mean,Milligrams/cubic M (mg m⁻³),Coast
2012-12-16,Dec,2012,Canterbury,Near surface concentration of chlorophyll a chl a,0.41680008,Mean,Milligrams/cubic M (mg m⁻³),Coast
2013-01-16,Jan,2013,Canterbury,Near surface concentration of chlorophyll a chl a,0.4612384,Mean,Milligrams/cubic M (mg m⁻³),Coast
2013-02-15,Feb,2013,Canterbury,Near surface concentration of chlorophyll a chl a,0.4483376,Mean,Milligrams/cubic M (mg m⁻³),Coast
2013-03-16,Mar,2013,Canterbury,Near surface concentration of chlorophyll a chl a,0.51756173,Mean,Milligrams/cubic M (mg m⁻³),Coast
2013-04-15,Apr,2013,Canterbury,Near surface concentration of chlorophyll a chl a,0.5917827,Mean,Milligrams/cubic M (mg m⁻³),Coast
2013-05-16,May,2013,Canterbury,Near surface concentration of chlorophyll a chl a,0.51278406,Mean,Milligrams/cubic M (mg m⁻³),Coast
2013-06-15,Jun,2013,Canterbury,Near surface concentration of chlorophyll a chl a,0.634644,Mean,Milligrams/cubic M (mg m⁻³),Coast
2013-07-16,Jul,2013,Canterbury,Near surface concentration of chlorophyll a chl a,0.57992065,Mean,Milligrams/cubic M (mg m⁻³),Coast
2013-08-16,Aug,2013,Canterbury,Near surface concentration of chlorophyll a chl a,0.8622313,Mean,Milligrams/cubic M (mg m⁻³),Coast
2013-09-15,Sep,2013,Canterbury,Near surface concentration of chlorophyll a chl a,0.84165233,Mean,Milligrams/cubic M (mg m⁻³),Coast
2013-10-16,Oct,2013,Canterbury,Near surface concentration of chlorophyll a chl a,0.7128326,Mean,Milligrams/cubic M (mg m⁻³),Coast
2013-11-15,Nov,2013,Canterbury,Near surface concentration of chlorophyll a chl a,0.39084733,Mean,Milligrams/cubic M (mg m⁻³),Coast
2013-12-16,Dec,2013,Canterbury,Near surface concentration of chlorophyll a chl a,0.47278503,Mean,Milligrams/cubic M (mg m⁻³),Coast
2014-01-16,Jan,2014,Canterbury,Near surface concentration of chlorophyll a chl a,0.558586,Mean,Milligrams/cubic M (mg m⁻³),Coast
2014-02-15,Feb,2014,Canterbury,Near surface concentration of chlorophyll a chl a,0.43995753,Mean,Milligrams/cubic M (mg m⁻³),Coast
2014-03-16,Mar,2014,Canterbury,Near surface concentration of chlorophyll a chl a,0.8348701,Mean,Milligrams/cubic M (mg m⁻³),Coast
2014-04-15,Apr,2014,Canterbury,Near surface concentration of chlorophyll a chl a,0.9758132,Mean,Milligrams/cubic M (mg m⁻³),Coast
2014-05-16,May,2014,Canterbury,Near surface concentration of chlorophyll a chl a,0.8897642,Mean,Milligrams/cubic M (mg m⁻³),Coast
2014-06-15,Jun,2014,Canterbury,Near surface concentration of chlorophyll a chl a,0.80014896,Mean,Milligrams/cubic M (mg m⁻³),Coast
2014-07-16,Jul,2014,Canterbury,Near surface concentration of chlorophyll a chl a,0.55141914,Mean,Milligrams/cubic M (mg m⁻³),Coast
2014-08-16,Aug,2014,Canterbury,Near surface concentration of chlorophyll a chl a,0.60044175,Mean,Milligrams/cubic M (mg m⁻³),Coast
2014-09-15,Sep,2014,Canterbury,Near surface concentration of chlorophyll a chl a,0.7434435,Mean,Milligrams/cubic M (mg m⁻³),Coast
2014-10-16,Oct,2014,Canterbury,Near surface concentration of chlorophyll a chl a,0.6206612,Mean,Milligrams/cubic M (mg m⁻³),Coast
2014-11-15,Nov,2014,Canterbury,Near surface concentration of chlorophyll a chl a,0.4568031,Mean,Milligrams/cubic M (mg m⁻³),Coast
2014-12-16,Dec,2014,Canterbury,Near surface concentration of chlorophyll a chl a,0.49103662,Mean,Milligrams/cubic M (mg m⁻³),Coast
2015-01-16,Jan,2015,Canterbury,Near surface concentration of chlorophyll a chl a,0.37512586,Mean,Milligrams/cubic M (mg m⁻³),Coast
2015-02-15,Feb,2015,Canterbury,Near surface concentration of chlorophyll a chl a,0.5708783,Mean,Milligrams/cubic M (mg m⁻³),Coast
2015-03-16,Mar,2015,Canterbury,Near surface concentration of chlorophyll a chl a,0.580902,Mean,Milligrams/cubic M (mg m⁻³),Coast
2015-04-15,Apr,2015,Canterbury,Near surface concentration of chlorophyll a chl a,0.6808689,Mean,Milligrams/cubic M (mg m⁻³),Coast
2015-05-16,May,2015,Canterbury,Near surface concentration of chlorophyll a chl a,0.6427256,Mean,Milligrams/cubic M (mg m⁻³),Coast
2015-06-15,Jun,2015,Canterbury,Near surface concentration of chlorophyll a chl a,0.5889277,Mean,Milligrams/cubic M (mg m⁻³),Coast
2015-07-16,Jul,2015,Canterbury,Near surface concentration of chlorophyll a chl a,0.44467118,Mean,Milligrams/cubic M (mg m⁻³),Coast
2015-08-16,Aug,2015,Canterbury,Near surface concentration of chlorophyll a chl a,0.73423487,Mean,Milligrams/cubic M (mg m⁻³),Coast
2015-09-15,Sep,2015,Canterbury,Near surface concentration of chlorophyll a chl a,0.5915282,Mean,Milligrams/cubic M (mg m⁻³),Coast
2015-10-16,Oct,2015,Canterbury,Near surface concentration of chlorophyll a chl a,0.51702887,Mean,Milligrams/cubic M (mg m⁻³),Coast
2015-11-15,Nov,2015,Canterbury,Near surface concentration of chlorophyll a chl a,0.5773049,Mean,Milligrams/cubic M (mg m⁻³),Coast
2015-12-16,Dec,2015,Canterbury,Near surface concentration of chlorophyll a chl a,0.55165994,Mean,Milligrams/cubic M (mg m⁻³),Coast
2016-01-16,Jan,2016,Canterbury,Near surface concentration of chlorophyll a chl a,0.55117035,Mean,Milligrams/cubic M (mg m⁻³),Coast
2016-02-15,Feb,2016,Canterbury,Near surface concentration of chlorophyll a chl a,0.47000682,Mean,Milligrams/cubic M (mg m⁻³),Coast
